 #t ek po mt
   0.0000000000000000        0.0000000000000000       -3.1086244689504383E-015   1.1259999999999868     
   1.4922243466762716E-004   1.3558229665937575E-004  -3.3306690738754696E-015   1.1259999999999868     
   2.9833935629915251E-004   2.9595564305672612E-004  -4.8849813083506888E-015   1.1259999999999868     
   4.5448003688477903E-004   5.0452661460178281E-004   1.7763568394002505E-015   1.1259999999999868     
   6.2247430844701904E-004   7.4540836274116927E-004  -2.2204460492503131E-016   1.1259999999999868     
   8.0699845392539203E-004   9.9109019962077176E-004  -4.3520742565306136E-014   1.1259999999999868     
   1.0037326309794623E-003   1.2141802005600731E-003  -4.2799097599299785E-014   1.1259999999999868     
   1.1984103785206905E-003   1.4176168672486004E-003  -3.1308289294429414E-014   1.1259999999999868     
   1.3916450086289779E-003   1.6073146233535026E-003  -3.2363001167823313E-014   1.1259999999999868     
   1.5843750767190194E-003   1.7874643462464411E-003  -4.0634162701280729E-014   1.1259999999999868     
   1.7777027411837018E-003   1.9615368040093702E-003  -4.2132963784524691E-014   1.1259999999999868     
   1.9728280463871023E-003   2.1276431731682964E-003  -4.2438275116296609E-014   1.1259999999999868     
   2.1671604590674893E-003   2.2828558835791091E-003  -4.0731307215935431E-014   1.1259999999999868     
   2.3599828268695516E-003   2.4256002985343838E-003  -3.9322711753442263E-014   1.1259999999999868     
   2.5518727913604105E-003   2.5578473328916637E-003  -3.9086789360709417E-014   1.1259999999999868     
   2.7436533140444480E-003   2.6827621666807040E-003  -1.4571677198205180E-015   1.1259999999999868     
   2.9355813683125602E-003   2.8029473404827844E-003  -3.4278135885301708E-015   1.1259999999999868     
   3.1266303315547099E-003   2.9213403026891196E-003   1.3461454173580023E-015   1.1259999999999868     
   3.3173394085331755E-003   3.0400173281394560E-003  -1.4849232954361469E-015   1.1259999999999868     
   3.5083477231309941E-003   3.1593622830680314E-003   1.6653345369377348E-016   1.1259999999999868     
   3.6986771079685512E-003   3.2796770265511848E-003  -2.4286128663675299E-015   1.1259999999999868     
   3.8879038508809740E-003   3.4016790126497861E-003   8.8817841970012523E-016   1.1259999999999868     
   4.0765922601984014E-003   3.5260126320533908E-003  -5.5511151231257827E-017   1.1259999999999868     
   4.2654192826082852E-003   3.6532768991588797E-003   5.8286708792820718E-016   1.1259999999999868     
   4.4551430792418968E-003   3.7826800142746293E-003   1.2490009027033011E-016   1.1259999999999868     
   4.6446568142608571E-003   3.9137015204822679E-003   2.6367796834847468E-016   1.1259999999999868     
   4.8335454763005587E-003   4.0464376254076518E-003   1.0685896612017132E-015   1.1259999999999868     
   5.0223460125978173E-003   4.1811105316053405E-003   6.3837823915946501E-016   1.1259999999999868     
   5.2116790511455074E-003   4.3169017030623424E-003   3.8857805861880479E-016   1.1259999999999868     
   5.4006231179510580E-003   4.4535689287771235E-003  -3.1641356201816961E-015   1.1259999999999868     
   5.5890361438503729E-003   4.5913557231732904E-003  -1.8041124150158794E-015   1.1259999999999868     
   5.7774415592700430E-003   4.7305408750825170E-003  -6.9388939039072284E-017   1.1259999999999868     
   5.9664168262456444E-003   4.8703621255502504E-003  -5.6898930012039273E-016   1.1259999999999868     
   6.1551393101405656E-003   5.0103563554125680E-003  -8.6042284408449632E-016   1.1259999999999868     
   6.3431823340767950E-003   5.1507838169827427E-003  -2.0816681711721685E-015   1.1259999999999868     
   6.5310438477427755E-003   5.2919865157431212E-003  -2.3592239273284576E-016   1.1259999999999868     
   6.7192834237651050E-003   5.4340285399004070E-003  -3.0114799542957371E-015   1.1259999999999868     
   6.9080618652972948E-003   5.5759514251210503E-003  -2.4841240175987878E-015   1.1259999999999868     
   7.0961728781823276E-003   5.7180479784309157E-003  -3.0669911055269949E-015   1.1259999999999868     
   7.2840654956757593E-003   5.8606619340424949E-003  -1.4432899320127035E-015   1.1259999999999868     
   7.4722403448044209E-003   6.0038130131985458E-003  -1.6375789613221059E-015   1.1259999999999868     
   7.6607683699395079E-003   6.1466635188288776E-003  -2.7755575615628914E-016   1.1259999999999868     
   7.8485987269844154E-003   6.2895109247867011E-003  -2.5396351688300456E-015   1.1259999999999868     
   8.0361766092707891E-003   6.4326825025131772E-003  -8.6042284408449632E-016   1.1259999999999868     
   8.2239931627735713E-003   6.5764976535860331E-003   1.7694179454963432E-015   1.1259999999999868     
   8.4125425541706940E-003   6.7197469563366492E-003  -3.0392355299113660E-015   1.1259999999999868     
   8.6003330229744834E-003   6.8626669379370760E-003  -2.2343238370581275E-015   1.1259999999999868     
   8.7877827846701961E-003   7.0055245998209854E-003  -4.7184478546569153E-016   1.1259999999999868     
   8.9753571291792296E-003   7.1486064506975557E-003   3.4694469519536142E-016   1.1259999999999868     
   9.1635507479586875E-003   7.2910248317996744E-003  -1.3530843112619095E-015   1.1259999999999868     
   9.3513079917285826E-003   7.4327618910735513E-003  -1.1796119636642288E-015   1.1259999999999868     
   9.5387026632211703E-003   7.5740912257681531E-003   3.1225022567582528E-017   1.1259999999999868     
   9.7261775574034575E-003   7.7153190156503864E-003  -2.2412627309620348E-015   1.1259999999999868     
   9.9141997398443215E-003   7.8557426282130395E-003   9.8879238130678004E-016   1.1259999999999868     
   1.0101860711897634E-002   7.9953339496929444E-003  -5.4470317145671743E-015   1.1259999999999868     
   1.0289105944844834E-002   8.1344524485683686E-003   3.6017196169968457E-016   1.1259999999999868     
   1.0476369109367622E-002   8.2734913328375171E-003  -1.1475195793586579E-015   1.1259999999999868     
   1.0664107192310970E-002   8.4121330234558020E-003   1.0876716194374580E-015   1.1259999999999868     
   1.0851787777694169E-002   8.5501733384545590E-003  -1.7000290064572710E-015   1.1259999999999868     
   1.1039005369504118E-002   8.6880217393950528E-003  -3.2779334802057747E-014   1.1259999999999868     
   1.1226175568511305E-002   8.8261067188146591E-003  -2.8154562015103579E-014   1.1259999999999868     
   1.1413736954538529E-002   8.9643165460770811E-003  -3.1703806246952126E-014   1.1259999999999868     
   1.1601397032844749E-002   9.1023068212589160E-003  -2.6735558211754551E-014   1.1259999999999868     
   1.1788563138027045E-002   9.2404518317878940E-003  -3.0260516314939423E-014   1.1259999999999868     
   1.1975640638151029E-002   9.3791263198172350E-003  -2.7679247782685934E-014   1.1259999999999868     
   1.2163055635889779E-002   9.5183095341126300E-003  -2.8532731732866523E-014   1.1259999999999868     
   1.2350717328857794E-002   9.6574492298286720E-003  -2.7540469904607789E-014   1.1259999999999868     
   1.2537839206790309E-002   9.7968566842245829E-003  -2.9823365998993268E-014   1.1259999999999868     
   1.2724817278371221E-002   9.9368466089935110E-003  -2.8935187579293142E-014   1.1259999999999868     
   1.2912068488433206E-002   1.0077543471092370E-002  -3.0100921755149557E-014   1.1259999999999868     
   1.3099765718947859E-002   1.0218171936797945E-002  -2.6950663922775675E-014   1.1259999999999868     
   1.3286888706536730E-002   1.0359005841517980E-002  -2.6298407895808396E-014   1.1259999999999868     
   1.3473822681940414E-002   1.0500330565116468E-002  -3.0933589023618424E-014   1.1259999999999868     
   1.3660973043835293E-002   1.0642382856909560E-002  -3.1266655931005971E-014   1.1259999999999868     
   1.3848690893553318E-002   1.0784230229988359E-002  -2.8553548414578245E-014   1.1259999999999868     
   1.4035799772460432E-002   1.0926101942463877E-002  -2.6777191575177994E-014   1.1259999999999868     
